Recipient,Supplier,Year of order, ,Number ordered, ,Weapon designation,Weapon description,Number delivered, ,Year(s) of delivery,status,Comments,SIPRI TIV per unit,SIPRI TIV for total order,SIPRI TIV of delivered weapons
Angola,Moldova,2000,,2,,An-24,transport aircraft,2,,2000; 2006,Second hand,Second-hand,3,6,6
Angola,Moldova,1999,?,5,?,An-32,transport aircraft,5,,2001; 2002,Second hand,Second-hand,4.4,22,22
Angola,Moldova,2000,?,8,?,An-72A,transport aircraft,8,?,2001; 2002; 2003; 2007; 2008; 2009,Second hand,Second-hand,10,80,80
Angola,Netherlands,2005,,1,,C-130H Hercules,transport aircraft,1,,2005,Second hand,Second-hand (from Dutch Antilles); L-100-30 version; bought by air force after many years (at least since 1993) lease by Angolan airlines,11.2,11.2,11.2
Angola,Netherlands,1980,,1,,F-27 Maritime,maritime patrol aircraft,1,,1980,New,,8.5,8.5,8.5
Angola,Peru,2000,?,1,,An-72A,transport aircraft,1,,2001,Second hand,Second-hand,10,10,10
Angola,Peru,2002,,6,,EMB-312 Tucano,trainer aircraft,6,?,2004,Second hand,Second-hand; $1.6-4.8 m deal; delivery postponed while Peruvian court investigating claims that deal undervalues aircraft and by Angolan claim for $1.2 m damages for late delivery,0.9,5.4,5.4
Angola,Poland,1994,,52,,BMP-2,IFV,52,?,1994; 1995,Second hand,Second-hand,0.36,18.72,18.72
Angola,Portugal,1975,?,1,,Alfange,landing craft,1,?,1975,Second hand,Second-hand; left behind after Portugese withdrawal at independence,6,6,6
Angola,Portugal,1974,?,5,?,AML,armoured car,5,?,1974,Second hand,Second-hand; left behind after Portugese withdrawal at independence,0.28,1.4,1.4
Angola,Portugal,1975,,5,,Argos,patrol craft,5,,1975; 1976,Second hand,Second-hand; 2 more for spares only,2.8,14,14
Angola,Portugal,1974,?,27,?,Auster AOP,light aircraft,27,?,1975,Second hand,Second-hand; AOP-9 version; left behind after Portugese withdrawal at independence,0.03,0.76,0.76
Angola,Portugal,1975,,6,,B-26 Invader,bomber aircraft,6,,1975,Second hand,Second-hand; left behind after Portugese withdrawal at independence,2,12,12
Angola,Portugal,1974,?,2,?,Beech-18/C-45,light transport aircraft,2,?,1975,Second hand,Second-hand; left behind after Portugese withdrawal at independence,0.16,0.32,0.32
Angola,Portugal,1974,?,3,,C-47 Skytrain,transport aircraft,3,,1975,Second hand,Second-hand; left behind after Portugese withdrawal at independence,1,3,3
Angola,Portugal,1974,?,2,?,Do-27,light transport aircraft,2,?,1975,Second hand,Second-hand; left behind after Portugese withdrawal at independence,0.05,0.1,0.1
Angola,Portugal,1974,?,6,?,Noratlas,transport aircraft,6,?,1975,Second hand,Second-hand; left behind after Portugese withdrawal at independence,2.8,16.8,16.8
Angola,Portugal,1983,,2,,SA-316B Alouette-3,light helicopter,2,,1983,Second hand,Second-hand,0.36,0.72,0.72
Angola,Portugal,1974,?,12,?,SA-316B Alouette-3,light helicopter,12,?,1975,Second hand,Second-hand; left behind after Portugese withdrawal at independence,0.36,4.32,4.32
Angola,Portugal,1992,?,4,,SA-316B Alouette-3,light helicopter,4,,1993,Second hand,Second-hand,0.36,1.44,1.44
Angola,Romania,1982,?,36,,SA-316B Alouette-3,light helicopter,36,?,1983; 1984; 1985,New,IAR-316B version; armed in France before delivery,0.9,32.4,32.4
Angola,Russia,1999,?,4,?,An-12,transport aircraft,4,?,2000; 2001,Second hand,Second-hand,9.2,36.8,36.8
Angola,Russia,1997,?,1,,An-32,transport aircraft,1,,1997,Second hand,Second-hand,4.4,4.4,4.4
Angola,Russia,2000,?,2,,An-32,transport aircraft,2,,2000,Second hand,Second-hand,4.4,8.8,8.8
Angola,Russia,2000,?,1,,An-72A,transport aircraft,1,,2001,Second hand,Second-hand,10,10,10
Angola,Russia,1993,?,35,,BMP-1,IFV,35,,1993,Second hand,Second-hand,0.36,12.6,12.6
Angola,Russia,1993,?,183,,BMP-1,IFV,183,,1993; 1994,Second hand,Probably second-hand; designation uncertain (reported as armoured vehicle),0.36,65.88,65.88
Angola,Russia,1997,?,65,?,BMP-2,IFV,65,?,1998,New,Designation uncertain; possibly ex-Russian,0.9,58.5,58.5
Angola,Russia,1993,?,14,,M-46 130mm,towed gun,14,,1993,Second hand,Second-hand,0.26,3.64,3.64
Angola,Russia,1996,?,2,?,Mi-17,transport helicopter,2,?,1996; 1997,Second hand,Probably second-hand; supplier uncertain,2.9,5.8,5.8
Angola,Russia,2000,?,6,,Mi-17,transport helicopter,6,?,2000; 2001,New,Mi-17V version,7.25,43.5,43.5
Angola,Russia,2013,,8,?,Mi-17,transport helicopter,8,,2015; 2016,New,Part of $1 b deal; Mi-171Sh armed version,7.25,58,58
Angola,Russia,2000,?,6,?,Mi-24P/Mi-35P,combat helicopter,6,,2000; 2001; 2002,New,Possibly ex-Russian,9,54,54
Angola,Russia,2015,?,12,,Mi-24P/Mi-35P,combat helicopter,12,,2016,Second hand but modernized,Second-hand; modernized before delivery,5.94,71.28,71.28
Angola,Russia,1996,?,6,,MiG-23ML,fighter aircraft,6,?,1998,Second hand,Second-hand; designation uncertain,6.4,38.4,38.4
Angola,Russia,2013,,12,,Su-30K,FGA aircraft,12,,2017; 2018; 2019,Second hand but modernized,Second-hand (originally delivered to India but returned to Russian producer) but modernized in Belarus to Su-30SM before delivery; financed with Russian loan,31.35,376.2,376.2
Angola,Russia,1993,,30,,T-62,tank,30,,1993; 1994,Second hand,Second-hand; may incl some T-55 tanks,0.72,21.6,21.6
Angola,South Africa,1994,?,3,,Casspir,APC,3,,1995,Second hand,Second-hand,0.08,0.24,0.24
Angola,South Africa,2013,,45,,Casspir-NG-2000,APC,45,,2016; 2017,New,Casspir-2000B version; incl ARV; command post; ALV and ambulance versions,0.2,9,9
Angola,South Africa,2012,,2,,Umkhonto VLS,naval SAM system,2,,2016,New,For 2 MEKO A-200 (Erradii) frigates from Germany,5,10,10
Angola,Slovakia,2019,?,30,?,3M9,SAM,30,,2020,Second hand,Second-hand; 3M9M3 version,0.05,1.44,1.44
Angola,Slovakia,1999,?,6,,L-29 Delfin,trainer aircraft,6,,1999,Second hand,Second-hand,0.4,2.4,2.4
Angola,Slovakia,2002,?,6,,L-29 Delfin,trainer aircraft,6,,2002,Second hand,Second-hand,0.4,2.4,2.4
Angola,Slovakia,1993,?,9,?,OT-64A,APC,9,,1994,Second hand,Second-hand,0.12,1.08,1.08
Angola,Slovakia,1993,?,40,?,RM-70 122mm,self-propelled MRL,40,,1994,Second hand,Second-hand,0.36,14.4,14.4
Angola,Slovakia,1999,?,11,?,Su-22,FGA aircraft,11,?,1999; 2001,Second hand,Second-hand; incl 10 Su-22M4 and 1 Su-22UM3K version; possibly some for spare parts only,5.2,57.2,57.2
Angola,Slovakia,1999,?,205,?,T-55AM-2,tank,205,,1999; 2000,Second hand,Second-hand,0.6,123,123
Angola,Spain,1991,,4,,Alcotan-30,patrol craft,4,,1993; 1994,New,$50 m deal; Angolan designation Mandume,5.6,22.4,22.4
Angola,Spain,1985,,8,,C-212,transport aircraft,8,,1985; 1986,New,C-212-200 version,3.8,30.4,30.4
Angola,Spain,1988,,4,,C-212,transport aircraft,4,,1989,New,C-212-300 version,3.8,15.2,15.2
Angola,Spain,1990,?,2,,C-212MP,maritime patrol aircraft,2,?,1994,New,C-212-300 Patrullero version; status uncertain,6.25,12.5,12.5
Angola,Spain,2022,,1,,C-295,transport aircraft,0,,,New,,14,14,0
Angola,Spain,2022,,2,,C-295MPA,maritime patrol aircraft,0,,,New,,22,44,0
Angola,Switzerland,1976,,4,,PC-6 Porter,light transport aircraft,4,,1976,New,,0.45,1.8,1.8
Angola,Switzerland,1981,,12,,PC-7 Turbo Trainer,trainer aircraft,12,,1982,New,Incl for use in combat role (against UNITA rebels),1.25,15,15
Angola,Switzerland,1986,?,8,?,PC-7 Turbo Trainer,trainer aircraft,8,?,1990,New,Incl for use in combat role (against UNITA rebels); status of last 2 uncertain,1.25,10,10
Angola,Switzerland,1986,,4,,PC-9,trainer aircraft,4,,1987,New,Incl for use in combat role (against UNITA rebels),1.65,6.6,6.6
Angola,Switzerland,2013,?,1,?,SA-316B Alouette-3,light helicopter,1,?,2014,Second hand,Second-hand; SA-316B version,0.36,0.36,0.36
Angola,United Kingdom,1978,?,20,?,BN-2 Islander,light transport aircraft,20,?,1979; 1980; 1981; 1982,New,BN-2A version; from Romanian production line,0.6,12,12
Angola,United Kingdom,1979,?,1,,F-27 Friendship,transport aircraft,1,,1979,Second hand,Second-hand; FH-227 version,3.4,3.4,3.4
Angola,United Kingdom,2015,?,1,?,Seaspray,MP aircraft radar,1,,2017,New,For 1 Citation-1 light transport aircraft from USA modified to MP aircraft in Israel before delivery,2,2,2
Angola,Ukraine,2018,?,12,?,AI-25,turbofan,12,?,2020,New,For 12 K-8 trainer/combat aircraft from China,0.6,7.2,7.2
Angola,Ukraine,1999,?,31,,BMP-2,IFV,31,,1999,Second hand,Second-hand,0.36,11.16,11.16
Angola,Ukraine,2002,?,11,,BTR-80,APC,11,?,2003,New,Second-hand,0.35,3.85,3.85
Angola,Ukraine,1995,?,2,,Il-76M,heavy transport aircraft,2,,1996; 1998,Second hand,Second-hand,34,68,68
Angola,Ukraine,2002,?,2,?,Il-76M,heavy transport aircraft,2,,2002; 2003,Second hand,Second-hand,34,68,68
Angola,Ukraine,2005,?,4,?,L-39C Albatros,trainer aircraft,4,?,2006; 2007,Second hand,Second-hand,1.8,7.2,7.2
Angola,Ukraine,1999,?,3,,Mi-24P/Mi-35P,combat helicopter,3,,1999,Second hand,Second-hand,3.6,10.8,10.8
Angola,Ukraine,1995,?,2,,Mi-24V/Mi-35,combat helicopter,2,,1996,Second hand,Second-hand,3.4,6.8,6.8
Angola,Ukraine,2001,?,2,,Mi-24V/Mi-35,combat helicopter,2,,2001,Second hand,Second-hand,3.4,6.8,6.8
Angola,United States,1986,,2,,APS-128,MP aircraft radar,2,?,1988,New,For 2 EMB-111 MP aircraft from Brazil,2.5,5,5
Angola,United States,1990,?,2,,APS-128,MP aircraft radar,2,?,1994,New,For 2 C-212 MP aircraft delivered from Spain,2.5,5,5
Angola,United States,2012,?,6,,Cessna-172,trainer/light aircraft,6,,2013,New,Cessna-172R version,0.1,0.6,0.6
Angola,United States,2015,?,1,?,Citation-1,light transport aircraft,1,,2017,Second hand,Second-hand; modified to MP aircraft in Israel before delivery,1.6,1.6,1.6
Angola,United States,2023,,4,,FJ44-4,turbofan,0,,,New,Williams International FJ-44-4M (1650kg) turbofan engine for modernization of 4 L-39C trainer aircraft,0.6,2.4,0
Angola,Soviet Union,1979,?,400,?,3M9,SAM,400,?,1980; 1981; 1982; 1983; 1984; 1985; 1986; 1987; 1988,New,,0.12,48,48
Angola,Soviet Union,1983,?,20,?,9K31,mobile SAM system,20,?,1983; 1984; 1985; 1986,New,,1,20,20
Angola,Soviet Union,1986,?,12,?,9K31,mobile SAM system,12,?,1987; 1988,New,,1,12,12
Angola,Soviet Union,1983,?,1000,?,9M33,SAM,1000,?,1984; 1985; 1986; 1987; 1988,New,,0.1,100,100
Angola,Soviet Union,1984,?,750,?,9M37,SAM,750,?,1985; 1986,New,,0.06,45,45
Angola,Soviet Union,1982,?,12,?,An-12,transport aircraft,12,?,1983; 1984; 1985,Second hand,Second-hand,9.2,110.4,110.4
Angola,Soviet Union,1976,?,6,?,An-26,transport aircraft,6,,1977; 1978,New,Incl for use as bomber aircraft,8.5,51,51
Angola,Soviet Union,1979,?,17,?,An-26,transport aircraft,17,?,1980; 1981; 1982; 1983; 1984,New,Possibly incl for use as bomber aircraft,8.5,144.5,144.5
Angola,Soviet Union,1975,?,100,?,BM-21 Grad 122mm,self-propelled MRL,100,?,1975; 1976,New,Probably second-hand,0.6,60,60
Angola,Soviet Union,1988,?,10,?,-BMD 1.00,IFV,10,?,1988,Second hand,Probably second-hand,0.28,2.8,2.8
Angola,Soviet Union,1987,?,65,?,BMP-2,IFV,65,?,1987,New,,0.9,58.5,58.5
Angola,Soviet Union,1977,?,200,?,BRDM-2,reconnaissance AV,200,?,1977; 1978,New,,0.15,30,30
Angola,Soviet Union,1980,?,75,?,BRDM-2,reconnaissance AV,75,?,1981; 1982; 1983; 1984; 1985,Second hand,Second-hand,0.06,4.5,4.5
Angola,Soviet Union,1985,?,188,?,BRDM-2,reconnaissance AV,188,?,1986; 1987; 1988; 1989; 1990,Second hand,Second-hand,0.06,11.28,11.28
Angola,Soviet Union,1980,?,10,?,BRDM-2,tank destroyer,10,?,1982,New,9P133 version (with AT-3 missiles),0.8,8,8
Angola,Soviet Union,1980,?,50,?,BTR-152,APC,50,?,1980; 1981,Second hand,Second-hand,0.05,2.6,2.6
Angola,Soviet Union,1975,,32,,BTR-40,APC,32,,1975,Second hand,Second-hand,0.05,1.54,1.54
Angola,Soviet Union,1975,,92,?,BTR-50,APC,92,?,1975,Second hand,Second-hand,0.1,9.2,9.2
Angola,Soviet Union,1975,?,74,?,BTR-60PB,APC,74,?,1975; 1976,New,,0.25,18.5,18.5
Angola,Soviet Union,1980,?,175,?,BTR-60PB,APC,175,?,1981; 1982; 1983; 1984; 1985,Second hand,Probably second-hand; incl BTR-60PU command post version; possibly incl some BTR-50P APC,0.1,17.5,17.5
Angola,Soviet Union,1987,,250,,BTR-60PB,APC,250,?,1987; 1988,Second hand,Probably second-hand; incl BTR-60PU command post version,0.1,25,25
Angola,Soviet Union,1981,?,40,?,D-30 122mm,towed gun,40,?,1983,New,,0.35,14,14
Angola,Soviet Union,1985,?,200,?,D-30 122mm,towed gun,200,?,1986; 1987; 1988; 1989; 1990,Second hand,Probably second-hand,0.14,28,28
Angola,Soviet Union,1987,?,650,?,Fagot,anti-tank missile,650,?,1987,New,For BMP-2 IFVs,0.01,6.5,6.5
Angola,Soviet Union,1990,?,150,?,Igla-1,portable SAM,150,?,1990,New,,0.07,10.5,10.5
Angola,Soviet Union,1975,,150,?,K-13M,SRAAM,150,?,1975; 1976,New,For MiG-21MF combat aircraft,0.07,10.5,10.5
Angola,Soviet Union,1982,?,600,?,K-13M,SRAAM,600,?,1982; 1983; 1984; 1985; 1986; 1987; 1988; 1989,New,For MiG-23ML; MiG-21MF/bis; Su-20/22 and Su-25 combat aircraft,0.07,42,42
Angola,Soviet Union,1983,,7,?,Kvadrat,SAM system,7,?,1983; 1984; 1985; 1986; 1987; 1988,New,,17.5,122.5,122.5
Angola,Soviet Union,1976,?,40,?,M-46 130mm,towed gun,40,?,1976,Second hand,Second-hand,0.26,10.4,10.4
Angola,Soviet Union,1986,?,72,?,M-46 130mm,towed gun,72,?,1986; 1987; 1988; 1989,Second hand,Second-hand,0.26,18.72,18.72
Angola,Soviet Union,1975,?,500,?,Malyutka,anti-tank missile,500,?,1975,New,,0.01,5,5
Angola,Soviet Union,1980,?,64,?,Mi-17,transport helicopter,64,?,1981; 1982; 1983; 1984; 1985; 1986; 1987; 1988,New,,7.25,464,464
Angola,Soviet Union,1982,?,17,?,Mi-17,transport helicopter,17,?,1983; 1984; 1985; 1986,New,Mi-17 version,7.25,123.25,123.25
Angola,Soviet Union,1983,?,39,?,Mi-24D/Mi-25,combat helicopter,39,?,1984; 1985; 1986; 1987; 1988,New,Incl some Mi-24V version,8.25,321.75,321.75
Angola,Soviet Union,1983,?,17,?,MiG-21bis,fighter aircraft,17,?,1983; 1984; 1985,New,Possibly second-hand,12.5,212.5,212.5
Angola,Soviet Union,1975,,22,?,MiG-21MF,fighter aircraft,22,?,1975; 1976,Second hand,Second-hand; probably incl flown by Cuban pilots; incl some MiG-21U version,4.28,94.16,94.16
Angola,Soviet Union,1980,?,60,?,MiG-21MF,fighter aircraft,60,?,1980; 1983; 1984; 1985; 1986,Second hand,Second-hand,4.28,256.8,256.8
Angola,Soviet Union,1986,?,55,?,MiG-23ML,fighter aircraft,55,?,1986; 1987; 1988,New,No. may be up to 80,16,880,880
Angola,Soviet Union,1983,,32,?,Osa,mobile SAM system,32,?,1987; 1988,New,,10,320,320
Angola,Soviet Union,1975,,1,?,P-12,air search radar,1,?,1975,Second hand,Probably second-hand; aid; designation uncertain (reported as 'radar for use with fighter aircraft'),1.8,1.8,1.8
Angola,Soviet Union,1979,?,16,?,P-12,air search radar,16,?,1980; 1981; 1982; 1983; 1984; 1985; 1986; 1987; 1988,New,For use with S-75 (SA-2) and S-125 (SA-3) SAM systems,4.5,72,72
Angola,Soviet Union,1983,?,4,?,P-12,air search radar,4,?,1984; 1985; 1986; 1987,New,Part of 4 SA-6b/2K12 Krug SAM regiments,4.5,18,18
Angola,Soviet Union,1980,?,16,?,P-15,air search radar,16,?,1981; 1982; 1983; 1984; 1985; 1986; 1987; 1988,New,For use with S-75 (SA-2) and S-125 (SA-3) SAM systems,4.5,72,72
Angola,Soviet Union,1981,?,50,?,P-15U,anti-ship missile,50,?,1982; 1983,New,For Project-205M (Osa-2) FAC,0.7,35,35
Angola,Soviet Union,1985,?,7,?,P-35 Saturn,air search radar,7,?,1987; 1988,New,,5,35,35
Angola,Soviet Union,1983,,4,,P-40,air search radar,4,?,1984; 1987,New,,8,32,32
Angola,Soviet Union,1983,,12,,P-40,air search radar,12,?,1983; 1984; 1985; 1986; 1987; 1988,New,,8,96,96
Angola,Soviet Union,1983,,4,?,P-40,air search radar,4,?,1984; 1985; 1986; 1987,New,Part of 4 SA-6b/2K12 Krug SAM regiments,8,32,32
Angola,Soviet Union,1981,?,6,,Project-205,FAC,6,,1982; 1983,Second hand,Second-hand; Project-205M (Osa-2) version,17,102,102
Angola,Soviet Union,1976,?,5,,Project-206 Shtorm,FAC,5,,1977; 1978; 1981; 1983,Second hand,Second-hand,9,45,45
Angola,Soviet Union,1977,,3,,Project-771,landing ship,3,,1977; 1979,Second hand,Second-hand,8,24,24
Angola,Soviet Union,1979,?,25,?,PRV-11,height-finding radar,25,?,1980; 1982; 1983; 1984; 1985; 1986; 1987; 1988,New,For use with S-75 (SA-2) and S-125 (SA-3) SAM systems,4,100,100
Angola,Soviet Union,1983,,2,,PRV-9,height-finding radar,2,?,1984; 1987,New,,3.5,7,7
Angola,Soviet Union,1983,,6,,PRV-9,height-finding radar,6,?,1983; 1984; 1985; 1986; 1987; 1988,New,,3.5,21,21
Angola,Soviet Union,1983,,4,?,PRV-9,height-finding radar,4,?,1984; 1985; 1986; 1987,New,Part of 4 SA-6b/2K12 Krug SAM regiments,3.5,14,14
Angola,Soviet Union,1975,?,68,?,PT-76,light tank,68,?,1975,Second hand,Second-hand,0.36,24.48,24.48
Angola,Soviet Union,1985,?,200,?,R-23,SRAAM,199,?,1986; 1987; 1988,New,For MiG-23MF combat aircraft; ordered to counter South African  operations over Angola,0.12,24,23.88
Angola,Soviet Union,1986,?,300,?,R-60,SRAAM,300,?,1986; 1987; 1988; 1989; 1990,New,For MiG-23ML; MiG-21bis and Su-22 combat aircraft; ordered to counter South African operations over Angola,0.09,27,27
Angola,Soviet Union,1980,?,3,?,S-125 Pechora,SAM system,3,?,1981; 1983; 1985,New,,17.5,52.5,52.5
Angola,Soviet Union,1976,,2,,S-75 Dvina,SAM system,2,?,1976; 1977,New,,17.87,35.74,35.74
Angola,Soviet Union,1983,?,300,?,Strela-1,SAM,300,?,1983; 1984; 1985; 1986,New,,0.06,18,18
Angola,Soviet Union,1986,?,200,?,Strela-1,SAM,200,?,1987; 1988,New,,0.06,12,12
Angola,Soviet Union,1984,?,30,?,Strela-10,mobile SAM system,30,?,1985; 1986,New,,1.25,37.5,37.5
Angola,Soviet Union,1975,?,1000,?,Strela-2,portable SAM,1000,?,1975; 1976,New,,0.04,40,40
Angola,Soviet Union,1987,?,300,?,Strela-3,portable SAM,300,?,1987,New,,0.06,18,18
Angola,Soviet Union,1980,?,40,?,SU-100,tank destroyer,40,?,1981,Second hand,Second-hand,0.4,16,16
Angola,Soviet Union,1982,?,12,?,Su-20,FGA aircraft,12,?,1982; 1983,New,Su-20M version,12,144,144
Angola,Soviet Union,1988,?,16,?,Su-22,FGA aircraft,16,?,1989; 1990,New,Incl 2 Su-22UM-3 version,13,208,208
Angola,Soviet Union,1987,?,14,,Su-25,ground attack aircraft,14,,1988,New,Incl 2 Su-25UB version,11.5,161,161
Angola,Soviet Union,1975,?,80,,T-34-85,tank,80,?,1975,Second hand,Second-hand,0.38,30.4,30.4
Angola,Soviet Union,1975,?,150,?,T-54,tank,150,?,1975; 1977; 1978,Second hand,Second-hand; possibly incl T-55 version,0.44,66,66
Angola,Soviet Union,1987,?,100,?,T-55,tank,100,?,1987; 1988,Second hand,Supplier uncertain; probably Second-hand,0.5,50,50
Angola,Soviet Union,1980,?,175,?,T-62,tank,175,?,1981; 1982; 1983; 1984; 1985,Second hand,Second-hand,0.72,126,126
Angola,Soviet Union,1987,?,35,?,T-62,tank,35,?,1987,Second hand,Designation uncertain,0.72,25.2,25.2
Angola,Soviet Union,1987,?,100,?,T-62,tank,100,?,1987; 1988,Second hand,Second-hand,0.72,72,72
Angola,Soviet Union,1980,?,100,?,V-601,SAM,100,?,1981; 1983; 1985; 1987,New,,0.12,12,12
Angola,Soviet Union,1976,?,48,?,V-750,SAM,48,?,1976; 1977,New,For SA-2 SAM systems,0.12,5.76,5.76
Angola,Soviet Union,1979,?,4,?,Yak-40,transport aircraft,4,?,1979; 1980,New,In military use with civilian markings,9.2,36.8,36.8
Angola,Soviet Union,1977,?,20,?,ZSU-23-4 Shilka,self-propelled AA gun,20,?,1978; 1979,New,,7,140,140
Angola,Soviet Union,1980,?,30,?,ZSU-23-4 Shilka,self-propelled AA gun,30,?,1981; 1982; 1983,New,Possibly second-hand,7,210,210
Angola,Soviet Union,1975,?,40,?,ZSU-57-2,self-propelled AA gun,40,?,1975; 1976,Second hand,Second-hand,0.48,19.2,19.2
Angola,unknown supplier(s),2018,?,29,?,BTR-70,APC,29,,2019,Second hand,Second-hand; supplier possibly Bulgaria or delivered via Bulgaria,0.11,3.13,3.13
Angola,unknown supplier(s),1975,,8,?,M-3 VTT,APC,8,?,1975,Second hand,Possibly second-hand vehicles left behind after Portugese withdrawal at independence,0.06,0.51,0.51
Angola,unknown supplier(s),1993,?,7,?,Mi-17,transport helicopter,7,?,1993,Second hand,Second-hand; supplier possibly Russia,2.9,20.3,20.3
Angola,unknown supplier(s),1975,,8,?,MiG-17,fighter aircraft,8,?,1975,Second hand,Second-hand,1.4,11.2,11.2
Antigua and Barbuda,Dominican Republic,2021,,1,,BN-2 Islander,light transport aircraft,1,,2022,Second hand,Second-hand,0.24,0.24,0.24
Antigua and Barbuda,unknown supplier(s),2023,,1,,PA-31 Navajo,light transport aircraft,1,,2023,Second hand,Probably second-hand; PA-31-350 Chieftain version,0.3,0.3,0.3
Argentina,Austria,2013,?,3,,DA42,light aircraft,3,,2016,New,,0.35,1.05,1.05
Argentina,Austria,1985,?,10,,Greif,ARV,10,?,1986,New,,0.75,7.5,7.5
Argentina,Austria,1981,,57,,SK-105 Kurassier,light tank,57,,1981,New,Originally ordered by and produced for Chile but delivery cancelled and sold to Argentina,0.7,39.9,39.9
Argentina,Austria,1978,?,93,?,SK-105 Kurassier,light tank,93,?,1978; 1979,New,No. could be 49 or 70,0.7,65.1,65.1
Argentina,Austria,2006,?,4,?,SK-105 Kurassier,light tank,4,,2007,New,SK-105 chassis; fitted with turret from AMX-13 tank in Argentina; Argentine designation Patagon,0.7,2.8,2.8
Argentina,Belgium,1980,,5,,BDX,APC,5,,1980,New,For police; incl 1 CP version,0.18,0.9,0.9
Argentina,Brazil,1981,?,1,,AS-350/AS-550 Fennec,light helicopter,1,,1982,New,Status uncertain,0.9,0.9,0.9
Argentina,Brazil,2007,,1,,Bell-212/UH-1N,helicopter,1,,2007,Second hand,Second-hand,1.48,1.48,1.48
Argentina,Brazil,1960,?,12,,C-47 Skytrain,transport aircraft,12,?,1961,Second hand,Second-hand,1,12,12
Argentina,Brazil,1982,,3,,EMB-111,maritime patrol aircraft,3,,1982,Second hand,Second-hand; loan,3,9,9
Argentina,Brazil,1987,,30,,EMB-312 Tucano,trainer aircraft,30,,1987; 1988,New,$50 m deal (offsets incl Brazilian orders for high-tech products); incl 15 second-hand (but not much used),1.9,57,57
Argentina,Brazil,1982,,11,?,MB-326GB,trainer/combat aircraft,11,?,1983,Second hand,Second-hand; EMB-326 Xavante version; no. could be 12,1.1,12.1,12.1
Argentina,Bulgaria,1983,,50,?,Strela-2,portable SAM,50,?,1983,New,,0.04,2,2
Argentina,Canada,1987,,30,?,aircraft engine,aircraft engine,30,?,1987; 1988,New,Pratt & Whitney Canada PT-6A-25C (750hp) turboprop; for 30 EMB-312 trainer aircraft from Brazil,0.35,10.5,10.5
Argentina,Canada,2017,,12,?,aircraft engine,aircraft engine,12,?,2017; 2018; 2019,New,Pratt & Whitney Canada PT-6A-25A62 (7950hp) turboprop; for 12 PC-9 (T-6C+) trainer/combat aircraft from USA,0.35,4.2,4.2
Argentina,Canada,1964,?,3,,DHC-2 Beaver,light transport aircraft,3,,1964,Second hand,Second-hand,0.15,0.46,0.46
Argentina,Canada,1965,?,7,,DHC-3 Otter,light transport aircraft,7,,1965; 1966,Second hand,Second-hand,0.32,2.24,2.24
Argentina,Canada,1968,,9,,DHC-6 Twin Otter,transport aircraft,9,?,1968; 1969,New,$5 m deal; DHC-6-100 version,2.5,22.5,22.5
